Package Name,Reviewer Name,Review,Rating
MyExpenses,A Google user,Application bien utile,5
MyExpenses,A Google user,"The financial app should have 'Project' feature to group the expenses, such as the project 'Trip to Singapore' are including 'Air Ticket, Hotel reservation, Taxi from airport, Food, shopping, etc.",4
MyExpenses,A Google user,Fun to use,5
MyExpenses,A Google user,Flexible and help to manage expenses,5
MyExpenses,A Google user,Why this app need media: photo and calendar access,4
MyExpenses,A Google user,Good app,5
MyExpenses,A Google user,"...and easy to use! Don't like complicated, just basic housekeeping!",5
MyExpenses,A Google user,Just as wanted,5
MyExpenses,A Google user,This app is just fantastic & user friendly.!!!,5
MyExpenses,A Google user,Good to avoid money leak.,5
MyExpenses,A Google user,Just what I was looking for! Would be nice if I can add multiple currencies with my main one and than have everything calculated in my proffered one,5
MyExpenses,A Google user,Super for app,5
MyExpenses,A Google user,Just the app I wanted..I had tried a lot many..but this one seems easy to use understand for students managing on their own. I would live it if the app had option for adding sub-categories and if a help tour of app is given for all the buttons and utilities and jargons as some of them bounce over my head because of my lack of knowledge in the finance and economics field,4
MyExpenses,A Google user,Awesom,5
MyExpenses,A Google user,Very user friendly. No financial account access required;),5
MyExpenses,A Google user,"Work good,  and take care of every rupees. Nice app.",5
MyExpenses,A Google user,"I like it because if its simplistic and visually clear layout with easy to read and quickly check what is going on.  Adding transactions, funds, transfering are all done very quick and easy.  I would like to ask the devs if the below are in the workings or included and i mightve not seen them.  1)is there a view where i can group daily average or weekly or montlhy total expenditure? Or by account? That would be awsome! 2) can you make a budget plan? , if yes then id purchase it!",5
MyExpenses,A Google user,"Good job devs, great app! but how do I change the default currency from USD to PH Peso?",4
MyExpenses,A Google user,Dam..this is the best that i want it..exellent..,4
MyExpenses,A Google user,Decent program,4
MyExpenses,A Google user,"Use it to track my day to day expenditure. Adding a new entry takes about 10 seconds. Great app, thanks.",5
MyExpenses,A Google user,Amazing app,5
MyExpenses,A Google user,useful,5
MyExpenses,A Google user,Cannot input expenses with credit card with more than one categories.,3
MyExpenses,A Google user,Easy and accurate way to keep track of all my accounts,5
MyExpenses,A Google user,I have been using msmoney in windows pc for 7 years which is double accounting sys.. this small app is a quick notes as a replacement for msmoney..I cud have similar account structure. Yet to import export. .but it is a good app to strt with..I love it,5
MyExpenses,A Google user,"I've been searching for a while and finally gave this app a try. Liked so much, I upgraded. The only thing that I have a question about is the two black icons ""transaction and transfer'. If I hit either, they tell me ""application not installed "".  I thought they would be useful shortcuts, although the transfer won't work any way because for now, I'm just using one account. Please lead me in the right direction,  as I'm sure it's user error.  But I have not un-installed anything on my Galaxy TabPro 12.2.  Rating goes to five stars if this can work (at least the transaction one). Thanks for the great app!  UPDATE 10/10 Two updates ago the new transaction icon was working and it made the app much better. Then with the last update, it ""worked"" but did not enter the transaction into the main app. Not good.",4
MyExpenses,A Google user,Very versatile . Does not accept debit card payment :(,5
MyExpenses,A Google user,"Fast, fluid, functional, stable, simple to use, easy to understand, laid out well.  Tons of features offered for free,  which means that anyone who gives this a low rating is obviously an ungrateful, entitled, bitter old #$%#%.",5
MyExpenses,A Google user,برنامج ممتاز و روعة .. ممكن اضافة و حذف المصاريف و تويعها,5
MyExpenses,A Google user,It's just what I needed for quite some time now!,5
MyExpenses,A Google user,Love this app. Exports to a qif file and my desktop program reads the file perfectly! Does everything I need for a mobile app.,5
MyExpenses,A Google user,Great app,5
MyExpenses,A Google user,Great work!!! Made my life easier!!,5
MyExpenses,A Google user,"This app seems to do everything I need being able to import my Quicken without any trouble at all. I have not tested the export yet but probably it will work just fine . One minor glitch, and that is in the category list. The list is in case sensitive alphabetical order.  This means that every category that begins with a capital letter will come before any category that begins with a small case letter. Thus ""Garbage"" will be in the list where you would expect but ""goodies"" follows ""Zebra.""",5
RBC Mobile,Joseph Odunayo,Though there has been glitches but the overall performance has been very commendable.,5
RBC Mobile,collin best,"2FA does not work, is WAY to invasive, and is required EVERY TIME I use the app despite already being logged in.",1
RBC Mobile,Rob Clarkson,"This app is pretty good. There is one major bug that has existed for years, which is why I am giving 2 stars. The hamburger menu on the login page to 'Select Client Card' does not work. It is sticky with the last account you logged in with, regardless of what account you select. Very annoying, as I have accidently deposited personal cheques into my business account. Update: thanks Chris but I have better things to do than be on hold for 25 minutes. Update 2: changed to one star",1
RBC Mobile,Brian Castle,"Everything I do on this app, I have to verify who I am. Even after verifying who I am at login",1
RBC Mobile,Justin Darling,"I really love this app, but this new update is ridiculous. I've already logged in with my fingerprint AND this is my trusted device, why do I need to 2-factor AGAIN when I'm sending an e-transfer? Not only that, it doesn't really work, it forces me to dig out my old device - hope that it's charged - just to verify that it's me. Every. Time. I get it that this may be RBC's answer to sim swapping, but at least let me add a trusted payee so that I don't have to do this every time.",3
RBC Mobile,Niko Polikanov,"Will be switching banks. It is very inconvenient to e-transfer now, since the app is constantly asking for ID verification and keeps failing to verify. It usually takes 7 tries for me before verification goes through.",1
RBC Mobile,Matt Livingstone,For some time now e-Transfers have been broken in the app. No verification notifications are received and other options to verify do not work or end with Something Went Wrong message. Phone and online support fruitless.,2
RBC Mobile,Jessica K,Unreliable. Unable to access login sometimes.,2
RBC Mobile,Piotr “Mr.P” Kielar,"Pixel 6 , android 14. Yes me too I'm having very similar issues other users experience. When sending a lot of email transfers at some point the app will not let me do so seeking verification without giving me a chance to verify.... Also why give the option to turn off the 2 step verification when after doing it is still there?",3
RBC Mobile,Brittany Friesen,"Was great until they started with the new two-step verification, especially on addresses I've sent to countless times before! It's incredibly annoying and this last time they aren't even coming through on my phone so I can't send them! It should not be this difficult to move my money",2
RBC Mobile,Rence,I can't send an e-transfer with getting a verification code.. which doesn't send to my phone then I can't e-transfer anyone money.,1
RBC Mobile,Jeffrey Langmaier (Lusid306),Works as advertised All your RBC banking needs provided,5
RBC Mobile,Victoria Mcfarlane,Not working properly,2
RBC Mobile,T P,Does not always send notifications when logging on.,1
RBC Mobile,Trevor S,App has never properly downloaded statement pdfs. Says it does but never asks for a location and they're not in any directory available without root. Useless.,1
RBC Mobile,Christian Chevrier,Security is great love the look feel is great would be nice to enjoy 5 cents a liter off when using card at gas Stations,5
RBC Mobile,Steven Skinner,This app is about to make me put my phone through the wall. STOP ENABLING TWO STEP (more like 4 step if sending an etransfer) VERIFICATION.,1
RBC Mobile,MaSSa Power,"Very poor APP. Can't seen to set Alerts, it just keeps loading and nothing happens. Seriously RBC one of the big banks and can't develop a proper APP for Android!🙄👎 BMO & NEO APP'S are amazing btw 😁👍🏻",1
RBC Mobile,Andreas Traczyk,2FA seems to be quite broken recently. I'm not sure if it's the app or their infrastructure or both but I often still can't accomplish basic tasks without the app failing with errors. I'll edit my review once this is fixed.,1
RBC Mobile,Andr W,"Asks for two factor authentication to send money to my partner... Says it needs to send authentication notification to ""a different device""... I don't have a different device.",1
RBC Mobile,Shomil Saini,"The two-factor authentication notifications are not being received for transfer activities, necessitating the usage of a debit card for each transaction. Furthermore, the application is not functioning properly. Edit: Please don't respond with useless comments. All the basics have been tried and contacted you support which are of no use. You already have a issue open on your internal system - INC6141350",1
RBC Mobile,Carlo Romanne Ygay,STILL NOT WORKING in the Philippines. RBC mobile app is giving me a hard time accessing my account. IT STARTED JANUARY 2024 up UNTIL MARCH 2024. I AM ON VACATION AND I CAN'T DO OVERSEAS CALL BECAUSE MY CANADA NUMBER IS NOT ACTIVATED IN THE PHILIPPINES. SO DON'T GIVE ME A STUPID REASON TO CALL CUSTOMER SERVICE BECAUSE it is not possible. You have the WORST MOBILE APPLICATION AND SERVICE EVER !!!!!!!!!!!!!,1
RBC Mobile,James,Decent banking app would like to see direct investment platform modernized. My one request is allow dark mode to be enabled on settings.,4
RBC Mobile,Albin Jose,The app doesn't show my credit card statement. I have to use online banking it. Please fix this.,1
RBC Mobile,Nauyaaq Otuk,"Invasive app, no more easy transactions with your own money, asking for verification and then traffic light error goes on! Very annoying when trying to send money!!!!!!",1
RBC Mobile,Daniel Dubois,Like,5
RBC Mobile,Shreyas Muthkur,Adding transaction detail on tapping every transaction would help. Also add FICO score on the app. 4 stars until then.. Update: thanks for adding transaction detail. You devs are awesome. 🤘🏻,5
RBC Mobile,Wilfred Darr,"Several features unavailable in app that are available online so you have to bank in browser several times a month anyways. As for RBC, I've been locked out 4 times in 2 months: my passwords are saved in the app so it's not like I'm entering info wrong, they just randomly lock you out. Find a different bank. They responded (and had my review deleted) ""Please reach out to our Customer Support"": who do you think I'm talking to 4 times in 2 months to get it unlocked? This is how daft RBC is now.",1
RBC Mobile,__Serenity__,Nice app,5
RBC Mobile,Mary MacPhail,Convenient & user friendly,5
RBC Mobile,Jessy Beautiful Sullivan,this app is great 👍,5
RBC Mobile,Cuong Tran,The update broke 2-Step verification. I am not getting notification on the mobile app when logging in on a different device. Mobile app also missing some of my product under the Account Summary screen.,1
RBC Mobile,Bud Derakhshani,Easy and secure banking,5
RBC Mobile,Lee Gillan,Interac system integration has been broken for now months with no improvement in sight. Time to move to another bank. RBC are very apologetic about it and know there are huge issues but they are also very useless. I've had enough of this.,1
RBC Mobile,Howard Elliott,Worst Bank on the planet,1
RBC Mobile,A Google user,DO NOT AUTOUPDATE 😡,1
RBC Mobile,Jesse Atkinson,"STOP auto turning 2 step verification on after I've turned it off !!!! It's super annoying to have to go through that every transaction. Also, if any of you have been reading online about all the recent hacks then you'll know that 2 step authentication puts you at risk !!! Email and texting codes around makes it easy for people to hack in and steal your information.",1
RBC Mobile,Ali,"You can't access all features on app. That'd ok but when I try to use desktop version on the browser it starts blinking, kicked me out and many more bugs. It's a shame for the largest bank of Canada to such a buggy system. On investment account: How many times do we need to get locked out of my account? You charge $9/transaction for a service thats down half of the time. This is not a regular day to day banking. You can lose money or an opportunity if you can't login",1
RBC Mobile,Carole Beaulieu,can open royal bank on my new phone app not working,1
RBC Mobile,John Ryan,Do yourself a favor and don't activate two-step,3
RBC Mobile,Litaanne Woodsworth,I've been trying to get answers as to why this app is saying it's no longer compatible with my samsung tablet. I've sent numerous emails but all I get back is the stock here's the faq page. I phoned once and was told I need version 14 of the software. I have it now after an update and it still won't install. It's very frustrating after having used it no problem for years. Am I going to have the same issue on my phone too?,1
RBC Mobile,Omar,"How is it possible that a banking app doesn't allow me to see my transactions before the current month! 20+ years with RBC, but i am using another bank for my daily transactions. Made a few bill payments last month, and i cant even see what i paid with this app.",1
RBC Mobile,Ing Carli,always excellent service,5
RBC Mobile,Frank Atakpah,Very good,4
RBC Mobile,realSushi_official,"I've been a customer for a few months, the availability of online banking for small business is not good, first complain the user experience is soooo bad to ve polite. Like Having to sign hundred of paper, rigid 2fa, to not having my company account on the app after months... I've even been to the office (rbc Montreal center and gf) twice to fix documents. Even my counselor had to send screenshots to explain the process! And that is when servers are working, the SLA seems very average. I quit!",2
RBC Mobile,Roba Salim,If I could leave 0 stars I would Doesn't give you an option to sign up and very hard to work with very bad App,1
RBC Mobile,Peter Featherstone,This app no longer works on my recently purchased Samsung tablet. I tried to reinstall it but Google Play now says that it unavailable. The Commerce and Imperial app works. So does the Toronto app. But not Royal.,1
RBC Mobile,Randy Maksagak,How to EMT,5
RBC Mobile,Stuart Duncan,I can't figure out how to view and manage my documents. When I go to the help page it gives me the wrong answers to my questions.,1
RBC Mobile,M E,App has fallen behind now. Scotiabank has surpassed this app now. Even tiny EQ bank has a dark mode... Disappointing!! How does the richest bank still not offer a Dark mode ...,3
RBC Mobile,Bernice Clarke,"Can you please help me? I am not very good at technology. I have one of my hands that jump so when I'm trying to do something, I'm getting everything wrong and I really don't like doing anything on internet Facebook Messenger anythank you, I already have a bad experience. Please can you explain what i'm supposed to do next",5
RBC Mobile,Liangjie CAI,"this app doesn't run in full screen on pixel 8 or any other phones with hole punch cut out. ""Huge"" black cut off at the top and bottom.",1
RBC Mobile,Joey Evangelista,Can no longer get in the app. I put my password and it just loops back to the sign in screen over and over,5
RBC Mobile,A Google user,"2-factor authenticcation should be better integrated with the native phone authentication, e.g. no need to start the app to verify. Other services are able to do this.",4
RBC Mobile,TJW AO,almost helped me so close.. so clse..,4
RBC Mobile,The Goddaughter,Constant bugs. Unable to do etransfers. I don't recommend.,1
RBC Mobile,Adrian Bear,Awesome,5
RBC Mobile,Connie Stasko,Excellent customer service. And alot of opportunities to get investments and the longer you stay with this company the more perks they offer to you especially if you own your own business.,5
RBC Mobile,Automate Automate,Doesn't work. Needed to use the website.,1
RBC Mobile,Vincent Bone,Aaesome,5
RBC Mobile,Andrew Marble,Canada's worst bank now has a scam to make you download their app by holding your money for ransom. It's like they want to experiment to see what level of abuse their customers can take. Lost me as a customer because of this.,1
RBC Mobile,JoeAnthonyBat,"Garbage app, updates and registers a new device, when notifications are on it doesn't send the authenticatio. Then locks your account. I'm actually going to change banks because of how obnoxious the app is.",1
RBC Mobile,Augustine Antony,Credit card payments don't update correctly,3
RBC Mobile,Catherine Voulelikas,"The new ID photo doesn't even work. I take the pic and then I can't continue. I keep pressing next and it brings me back to take a pic again. Now I can't transfer money. When is this going to be fixed!! WE have the biometric sign in and passwords, why do you need more??",1
RBC Mobile,Angus Mcdonald,Good 👍,4
RBC Mobile,vishal singh,Biometrics stopped working.,1
RBC Mobile,ken s,They decided not to let people see their own payment history on the app. You have to go to your local bank for that... How stupid update I seen your reply and it does not show full history it only shows e transfers,1
RBC Mobile,sbot5,Asks for a notification in the app but there is nothing to be found. Super slow. Not user friendly. Terrible experience.,1
RBC Mobile,Zeeshan Syed,The biometric sign in button doesn't work anymore.,1
RBC Mobile,Jo,MONTHS SINCE I'VE BEEN ABLE TO DEPOSIT A CHEQUE ONLINE!!!,1
RBC Mobile,John Norman,Spend more time on the phone with their tech dept over problems than I do using the app.,1
RBC Mobile,M.J. Yeung,"Cant even get the enrollment done, plain stupid",1
RBC Mobile,Soren Sabet Sarvestany,"Interact etransfer requests are not working correctly, when I enter in an amount of money to request (e.g. $2000) I get $2.00 entered ad the amount I requested on the next page. This is a recent bug, please fix it Update: The etransfer request was sent with the correct amount via email, but the UI showed the wrong amount.",1
RBC Mobile,Nick Grandy,Very good 100 dollars after you make 3 transactions no price range needed just any 3 random ones takes between 48 hours and 4 weeks quick log in can use biometrics too i love it,5
RBC Mobile,Z',"I've encountered numerous instances of poor customer service, uncooperative staff, and frustrating experiences, whether it's regarding credit cards, phone calls, or interactions at the branch. I'm seriously considering closing my account soon. Google should introduce a rating system that goes beyond one star, as RBC would deserve a negative rating. Rating: 0/10. RBC's lack of customer service and failure to address issues make it deserving of the lowest possible rating.",1
RBC Mobile,khalid Ahmad,RBC is the worst bank all their promotions are scams. I am going to close my account now.,1
RBC Mobile,Emmanuel Fabro,Worst customer service that I experienced. She told me to wait and I waited for almost 30 minutes and she just hung up the phone.,1
RBC Mobile,Mehran Azizi,"Why do I suddenly need to have this app to do my e-transfers? I don't want my banking info on my phone. Now I can't e-transfer? I already have two step verification, why on earth I need this app? Garbage.",1
RBC Mobile,A,"The stupidest application I have ever seen, if you make the slightest mistake there is absolutely no way to correct it even if you go to the branch they cannot help you, they block your account very easily and while you have a balance you can pay installments or withdraw from It is not your account if it is so difficult for you to create a mistake correction in the application or you do not have the ability to create it how can people trust you and entrust their money to you?",1
RBC Mobile,KIM Smael Jinaed PZR Queens Bench Marking III,RBCMobile,5
RBC Mobile,Gurmeet “Guri kashyap” Kumar,Good,5
RBC Mobile,Chael Chznuik,I'm giving you one star because I can.,1
RBC Mobile,Dino Battiston,Keeps getting glitches in payment records,3
RBC Mobile,Ayub Nawaz Khan,Very user friendly app,5
RBC Mobile,Marvyn Baker,Work well most of the time,4
RBC Mobile,steve hamvai,If the old one was worthy of 4 this one is a full pull just keep the Fraudsters at bay alot of people do still get fooled by them and it's disgusting that there peeps out there that have no issues with putting someone in financial ruin just to get high of whatever they spend someone else's hard earned money and in the case of my sister in law they took every penny she had in the bank and any other money's that she had accessible to her by way of overdraft protection and a line of credit ²,5
RBC Mobile,Mark Mark,Best performance.,5
RBC Mobile,StrongBull Gamer,I went to my bank today they said never use this appĺ on anything they do not have one! What is this then??,1
RBC Mobile,shahriar hendesi,A lot of hustle,1
RBC Mobile,Abhimanyu Singh,"When you do a interac transfer from app, RBC would debit the amt right away from your chq account but you wouldn't get email for hrs, and you wouldn't be able to deposit the amt in the destination acc. They are creepy and wants to hold funds with them. They are smart in marketing and creating a fake impression on customers about their services but would keep their own interests up at the cost of customer expense.",1
RBC Mobile,Remi Matlosz,They will refuse to release funds on time for bills and will try to charge you fees at every opportunity on behalf of canadian domestic terrorists,1
RBC Mobile,Zil Syed,"Thieving FI, glad I canceled them.",1
RBC Mobile,Matthew Cassan,"For more info brundehildeh,.",5
RBC Mobile,bhargava panendra chipurupalli,Worst app. Biometrics doesn't work,1
RBC Mobile,Roman Hak,"I literally can't open it daily now. Idk if it's all banking apps in Canada so, but still it's not the way how it has to work",1
RBC Mobile,Daniel D'Amario,"The new verification system is very broken and doesn't work well, it's more frustrating than helpful.",1
RBC Mobile,Diana Wilhelm,"I did not turn on 2-step verification. Suddenly when I was logging in to my PC, I got blocked. Web page said I had to go to my mobile to verify. Really? I never turned it on. I've now turned off the RBC app permissions and I will kill the App on the phone after every use. A bit creepy that RBC thinks it is okay to turn on 2-step verification without my permission.",1
RBC Mobile,1 2 T,RBC needs to integrate better with accounting apps such as YNAB. It often disconnects with multiple apps.,3
RBC Mobile,Justin Deiter,"At critical times, you may be unable to access your investing account. It's happening again today. Didn't learn my lesson",1
RBC Mobile,bill kOOzy,Won't let me update...,2
RBC Mobile,You Doit,Good,4
RBC Mobile,Khalil Zourara,"This app, same as the bank are outdated, unprofessional and just stupid.",1
RBC Mobile,Ben Neil,Makes banking so much easier.,5
RBC Mobile,Dcs,new phone and number and haven't been able to sign in yet. Phone Rep hung up on me,2
RBC Mobile,Beta Trial,App is very good and very helpful with many features. Updated regularly. Easy to operate and a must if you bank RBC!,5
RBC Mobile,La pulga La mosca,I have use Rojal Bank. Their Service it's berry Excellent. I used for 38 Years. And I will be using it.,5
RBC Mobile,Amberlynn Johnston,"I've been trying to sign in for months now. Each time, I put my card number in and the password. It doesn't work. When I reset my password and then later use it, it still doesn't work. This is honestly so frustrating I am considering giving up. I've tried everything I could think of, including un-installing and re-installing.",1
RBC Mobile,Mona,"I truly love the app, but when you pay your credit card it can take up to TEN days to see the payment on your card. It's annoying.",4
RBC Mobile,Joseph Barbeau,"It would be cool if the SMS codes they send to confirm my credit card puchase with ticketmaster actually worked. I literally copy pasted the code from the text, but got declined 5 times in a row. Now I'm locked out of my account, and the tickets are gone. Literally any bank is better than RBC",1
RBC Mobile,daniel zelentsov,"Would be nice to have settings for essential notifications (i.e. those fir 2FA when I login on my PC) separated from ""you are spending against your budget"" clutter.",4
RBC Mobile,Clint Westwood,New user. Works fine 🙂,4
RBC Mobile,Eric Lortie,Very good service,5
RBC Mobile,Mark Stanford,Excellent,5
RBC Mobile,Max R. Rogers,RBC's customer service sucks... 2 hours response time to reply to a message in the app and no phone number for customer service. I'm switching back to TD Bank.,1
RBC Mobile,Christian Martel,You can't do pre-market orders on the app.,2
RBC Mobile,Dinesh Udaiwal,"Two online unauthorized e-transfers done in January, really weak security. Fighting to recover funds.",1
RBC Mobile,Eric Ansari,Best Service You Could Ask For,5
RBC Mobile,Zawisza Czarny,"After the RBC app update, all my login credentials have been removed. Why? It is super inconvenient for me right at this moment. Very unhappy with this experience.",2
RBC Mobile,Emmanuele Domenico Nardi-Porco,Trash app. Can't even add autodeposit since the app is glitched. One Star because I cannot give zero. I try to use the website cause the app is trash and it sends me to the app. I'm trying to avoid the trash app. So sad when a big Canadian bank is garbage like this. Unacceptable from a main big name bank.,1
RBC Mobile,varinder dhadly,Almost is good but I couldn't find my home address on my void cheque through this app it's not helpful for me.,2
RBC Mobile,Mare Hounslow,"App is glitchy! Doesn't show deposits on time and says I took money out on the wrong days. Issues like these can cause you to overdraft and be charged, almost slimy if you ask me. And not to mention they are very slow on bank statements! They give me the statements a day late or 4 days late! Or if you order a new card it takes FOREVER to come in or you have to order a new one! I DO NOT RECOMMEND RBC!!!! SUCH A JOKE!",1
RBC Mobile,Leo “BigL” St Pierre,It's good een I can see my account,5
RBC Mobile,Arkham Assassin,You can see your transactions but there's no description as to what they are so you can't tell where your money went.,2
RBC Mobile,Juma Al Hajj Shariff,Rbc is the best of all banking institutions in Canada,5
RBC Mobile,Genny w,I have been with Royal bank for years and they have always offered me friendly service.,5
RBC Mobile,Christopher Schafer (Christopher Ryan Schafer),"Etransfer id selfie rarely works, thankfully I bank elsewhere and can accomplish what I need elsewhere",2
RBC Mobile,Chrissy Rideout,Thank you for helping me. This app sure came a long way from the time it first started. I solely trust this bank for all my needs.,5
RBC Mobile,Mimi Francis,Worse bank ever. Like all thd corporate bs world. Pure GREED,1
RBC Mobile,Taghits 1357,"Avoid RBC at all cost. An absolutey abysmal app and bank, got locked out of my account for 9 days without notice because I deposited a check a day early. I also had to ask them on three separate occasions to stop sending unnecessary mail like credit card brochures. P.S. they have the right to disable and terminate your account for defamation so be careful with what you say.",1
RBC Mobile,Oleksandr Koval,"when there are difficulties, bank employees are rude, or you have to wait a long time for an answer and help. I do not recommend this bank!",1
RBC Mobile,Ram Ji Sablok,Don't show credit score,3
RBC Mobile,Moo Mustafa,Bad service,1
RBC Mobile,Zach Starchuk,This update is not rembering my info and rarely loads my account balances.... it just shows the load circle after reopening 5 times it might actually load. please fix. Fixed,5
RBC Mobile,Carly T,"Used the link to activate my card but it just leads you to the app. Don't give the illusion of choice and waste my time. I figured I'd try the app, another giant waste of my time. Authentication was a pain and when you get into your accounts, the interface sucks anyway. I don't want to see ads for other services when I'm trying to do my banking. Downloaded and deleted within 20mins.",1
RBC Mobile,Gordon Rector,"Way too invasive. I'm honestly debating switching banks after their latest update requiring a photo ID and a selfie to be taken in order to send etransfers. If me signing in with my password, security questions and an email verification then my ID isn't going to help. On top of that the fantastic design on this horrible new feature won't validate my ID photo. Now I'm stuck, unable to pay my bills all thanks to an unauthorized, unavoidable change that has put me in a very awkward position...",1
RBC Mobile,Sean Kylie Jumao-as,Biometrics not working for a while now.,2
RBC Mobile,A Google user,"I had 5 stars on all my reviews, but of late, nothing at RBC seems to work. On holiday, i can not draw money with my RBC card. Mexico 1000's of Canadians are there at this time of the year. Well, only us with RBC banking had an issue. So, using the app to communicate excellent, they answered, then can not help, so the holiday was dependent on borrowing money. The ADVISER tells me to call the 1866 number well, it means I must use roaming and pay long distance, and they dont answer in hours.",1
RBC Mobile,GlennRod Scharf,The app sucks! I've tried 3 times in 2 days to pay someone through E-transfer service.,3
RBC Mobile,Zack g,Haven't been able to sign into my account in over a month every time I try it tells me something is wrong with the I formation I even checked my most recent mail from rbc to see if maybe I was wrong about my own name and address????,1
RBC Mobile,Olier Muñoz Gomez,"The best bank, the best app",5
RBC Mobile,Wintyer,New updates and 2 step saved my accounts. A few days later someone teyed lohing jnto my bank but could not becaue they needed the 2 step. It be nice if i could set up a trusted location on my pc.,5
RBC Mobile,Lucas,"I can't make a simple check deposit, the app closes by itself, the attendant asked me to uninstall, restart my phone and install again I did this and it still doesn't work, now I'll have to waste time going to a branch, I don't like this bank",1
RBC Mobile,Lisa Keenan,I love it. Everything at my fingertips,5
RBC Mobile,Joey Baker,Nothing but a headache ever since I've joined this Bank,1
RBC Mobile,Julia-Marie Barrieau,Efficient.,5
RBC Mobile,Bernadette Z,Not happy. Getting messages telling me that something is wrong with my deposit info that has not been used etc etc. Inactive account. Give me an efing break. My account is completely active and saying I will get charged for having an Inactive account.,1
RBC Mobile,CM “Chi-Chi”,"What's the point of signing up. I can't do anything on this app, doesn't give all the options.",1
RBC Mobile,Criisp,This app is so damn useless I can't even access my account anymore. Genuine waste of time and space on my phone.,1
RBC Mobile,Parham Roshanzamir,Good enough,5
RBC Mobile,Wally Murumets,Difficult to navigate,1
RBC Mobile,jiajunni ni,"The app kept crashing while I used it, so I had to reconnect over and over to finish what I had to do and the app got me locked out of my own account for logging in too often.",1
RBC Mobile,Christopher Sitar,"RBC mobile is the best banking app I've used , they take care of me , if I go into a branch they look after me , thank you RBC , tbc",5
RBC Mobile,Chris M,"This app is garbage. And I am basically being forced to use it. For a bank that already charges higher fees, maybe use them for a functional app. I am sick of RBC. I cannot even send etransfers, even though it gives me a check mark status and says sent...nothing actually happens.",1
RBC Mobile,Tony P,Good bank. Good app. Only problem can't see your credit score on the app,4
RBC Mobile,LYNNSTER1971,Really great app. I just wish RBC watchdogs did a better job of screening for scammers.,5
RBC Mobile,Richard Gronvall,"Sure would be nice if I was pointed in the correct direction, but it's ""sorry this isn't supported anymore "" really ok it's an RBC app so what's your point what's the options, what is replacing this app, but no leave you in the dark, big corporations are designed to be ignorant to a simple fix??? Correct me if I'm wrong pls",3
RBC Mobile,Justin Lane,Is there going to be an update. It even says in the app that this version of the app is out of date and needs updating.,1
RBC Mobile,Chidera Agudosi,*Extraordinary app,5
RBC Mobile,Stan,This app is not very user friendly compared to other banks,1
RBC Mobile,Shkr 44,Not working in mobile data mode but works in wifi,1
RBC Mobile,joe gylland,Well it was easy to get in,4
RBC Mobile,Fabian Michelle,Awesomen,5
RBC Mobile,Richard George,I have to use it it's my bank,5
RBC Mobile,H& M,I can't delete a recipient for e transfer in the app alone??? That's just stupid,1
RBC Mobile,Drew Kennedy,mediocre app in terms of interface and functionality. it's fine. but resetting the password is a nightmare. troubleshooting is a nightmare.,2
RBC Mobile,Andrew,Forced 2 step can't activate my new card useless!,1
RBC Mobile,Stephonie Baldwin,Haven't had a chance yet to open an account but looks like the RBC has great opportunities.,5
RBC Mobile,Omar Faruq Riyad,My experience was great. Bank is also really good.,5
RBC Mobile,"Olaleye, Ademola Makanjuola",Excellent app,5
RBC Mobile,Victor Dzikowski,Good!,5
RBC Mobile,Terra Bruneski,Decent✅,5
RBC Mobile,John Cato,Horrible security,1
RBC Mobile,Enola Gay,Worst bank in the world. They support hamas. They actually sent money overseas to help terrorists.,1
RBC Mobile,Mewo ART!,It's a banking app but how come I'm getting a notification on the app about how this app will no longer be supported? That's confusing cuz it means I can't update it. So I'm a little confused about that cuz this is my only direct line to this bank from where I currently live,3
RBC Mobile,Kamil siwula,Absolute garbage. Good luck getting a void cheque off the app. Useless,1
RBC Mobile,Sharleen Banning,Can't even log in on desktop anymore and forces me into the app with the new 2FA which doesn't even send notifications anyways. Whoever rolled this out went live from the sandbox way too soon!!,1
RBC Mobile,MUDASSAR WARRICH,Excellent,5
RBC Mobile,Romelda Garo,It's convinient,5
RBC Mobile,Rishi K Ghimire,"This app is the worst ever, not smart at all; it feels like it's taking us back to the 20th century. Every update introduces two-step verification, despite having already submitted my ID. The constant requests to submit it again are becoming too much, especially since I am currently out of the country. Now, it's claiming that this version of the app doesn't work on my phone. Do you expect me to buy a new phone just to use your app? I'd rather quit RBC bank at this point. Enough is enough.",1
RBC Mobile,Carl Tessier,Quick and easy,4
RBC Mobile,Heather Duncan,"Always working,easy to use",5
RBC Mobile,Bilal Hashi,good,5
RBC Mobile,dave D,"New 4 step verification won't let me send my etransfers. I'm already logged in and can drain the accounts, so why is it that I can't transfer to another account without jumping through hoops. Considering changing banks again",1
RBC Mobile,Clarence Young,Open mobile account,4
RBC Mobile,John Harnish,Very good app,5
RBC Mobile,StupitwithaT “Stupit with a T”,"Rbc mobile app (and its website, all versions) are terrible. Constantly asking for 2nd factor. Not sending notifications. Logging out early. Now says app version not supported. Garbage all around. Do better.",1
RBC Mobile,Rahma A. Adam,Amazing service,4
RBC Mobile,Bill Heap,Easy to navigate,5
RBC Mobile,B,App is falling behind other banks. One thing that's particularly annoying is the inability to set a bill to continue until canceled opposed to setting a date or number of occurrences.,4
RBC Mobile,Margaret Angus,This validation process is a drag and now can't get it to work. Argh! Will close this and try again later.,1
RBC Mobile,Mariette Taillon,I love this app. So easy to use!,5
